"module_code","group_code","semester_code","weeks","day","start","end","location_code","teaching_mode"
"YSC3210","E1","AY2021-1","1-6, 8-14",4,"16:00","17:30","Y-CR7","F2F"
"YSC3210","E1","AY2021-1","1-6, 8-14",1,"16:00","17:30","Y-CR7","F2F"
"YSS3255","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00","Y-LT1","F2F"
"YSS1206","E1","AY2021-1","1-6, 8-14",2,"13:00","14:30","Y-TCTLT","F2F"
"YSS1206","E1","AY2021-1","1-6, 8-14",5,"13:00","14:30","Y-TCTLT","F2F"
"YSS3255","E1","AY2021-1","1-6, 8-14",5,"14:30","16:00","Y-LT1","F2F"
"YLG1201","E1","AY2021-1","1-6, 8-14",5,"14:30","16:00",NA,"REMOTE"
"YLG1201","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00",NA,"REMOTE"
"YLG1201","E1","AY2021-1","1-6, 8-14",3,"15:30","16:30",NA,"REMOTE"
"YSS3241","E1","AY2021-1","1-6, 8-14",1,"16:00","17:30","NAK-AUD","F2F"
"YCC1113","L3","AY2021-1","1-6, 8-14",1,"10:30","12:00","Y-LT1","F2F"
"YSS3241","E1","AY2021-1","1-6, 8-14",4,"16:00","17:30","NAK-AUD","F2F"
"YCC1113","L3","AY2021-1","1-6, 8-14",4,"10:30","12:00","UTSRC- LT51","F2F"
"YHU2314","E1","AY2021-1","1-6, 8-14",1,"13:00","14:30","Y-CR18","F2F"
"YHU4101","E1","AY2021-1","1-6, 8-14",3,"12:30","15:30","Y-CR1","F2F"
"YHU2314","E1","AY2021-1","1-6, 8-14",4,"13:00","14:30","Y-CR18","F2F"
"YCC1111","L10","AY2021-1","1-6, 8-14",5,"19:30","21:00","Y-CR17","F2F"
"YCC1111","L10","AY2021-1","1-6, 8-14",2,"19:30","21:00","Y-CR17","F2F"
"YCC1111","L3","AY2021-1","1-6, 8-14",5,"18:00","19:30","Y-CR17","F2F"
"YCC1111","L3","AY2021-1","1-6, 8-14",2,"18:00","19:30","Y-CR17","F2F"
"YSS4104","E1","AY2021-1","1-6, 8-14",3,"12:00","14:30","Y-TCTLT","F2F"
"YSS4227","E1","AY2021-1","1-6, 8-14",4,"10:30","12:00","Y-CR17","F2F"
"YSS4227","E1","AY2021-1","1-6, 8-14",1,"10:30","12:00","Y-CR17","F2F"
"YCC2137","L13","AY2021-1","1-6, 8-14",1,"19:30","21:00",NA,"REMOTE"
"YCC2137","L12","AY2021-1","1-6, 8-14",1,"16:00","17:30","Y-PerfHall","F2F"
"YCC2137","L12","AY2021-1","1-6, 8-14",4,"16:00","17:30","UTSRC-LT53","F2F"
"YCC2137","L13","AY2021-1","1-6, 8-14",4,"19:30","21:00",NA,"REMOTE"
"YID3218","E2","AY2021-1","1-6, 8-14",2,"14:30","16:30","NAK-AUD","F2F"
"YID3218","E2","AY2021-1","1-6, 8-14",5,"14:30","16:30","NAK-AUD","F2F"
"YSS2233","E1","AY2021-1","1-6, 8-14",2,"9:00","11:00","Y-TCTLT","F2F"
"YSS2233","E1","AY2021-1","1-6, 8-14",6,"9:00","11:00","Y-TCTLT","F2F"
"YSC2252","E1","AY2021-1","1-6, 8-14",4,"16:00","18:00","Y-PgRm1","F2F"
"YSC3206","E1","AY2021-1","1-6, 8-14",4,"10:30","12:30","Y-TCTLT","F2F"
"YSC3206","E1","AY2021-1","1-6, 8-14",1,"10:30","12:30","Y-TCTLT","F2F"
"YSC2252","E1","AY2021-1","1-6, 8-14",1,"16:00","18:00","Y-PgRm1","F2F"
"YSC3237","E1","AY2021-1","1-6, 8-14",1,"13:00","14:30","Y-ELMCL","F2F"
"YSC3237","E1","AY2021-1","1-6, 8-14",4,"13:00","14:30","Y-ELMCL","F2F"
"YSC3237","E1","AY2021-1","1-6, 8-14",2,"13:00","14:30","Y-ELMCL","F2F"
"YSS4260","E1","AY2021-1","1-6, 8-14",4,"13:00","16:00","TP-GLR","F2F"
"YSS4259","E1","AY2021-1","1-6, 8-14",3,"9:00","12:00","Y-TCTLT","F2F"
"YSS3277","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00","Y-PgRm1","F2F"
"YSS4103","E1","AY2021-1","1-6, 8-14",3,"12:30","15:30","Y-CR3","F2F"
"YSS3277","E1","AY2021-1","1-6, 8-14",5,"14:30","16:00","Y-PgRm1","F2F"
"YCC1111","L4","AY2021-1","1-6, 8-14",5,"13:00","14:30",NA,"REMOTE"
"YHU3272","E1","AY2021-1","1-6, 8-14",2,"14:30","16:00",NA,"REMOTE"
"YCC1111","L4","AY2021-1","1-6, 8-14",2,"9:00","10:30",NA,"REMOTE"
"YHU3272","E1","AY2021-1","1-6, 8-14",5,"14:30","16:00",NA,"REMOTE"
"YHU3260","E1","AY2021-1","1-6, 8-14",1,"10:30","12:00","Y-PgRm2","F2F"
"YHU3260","E1","AY2021-1","1-6, 8-14",4,"10:30","12:00","Y-PgRm2","F2F"
"YHU4102","E1","AY2021-1","1-6, 8-14",3,"13:00","16:00","Y-KChanrai","F2F"
"YHU3243","E1","AY2021-1","1-6, 8-14",3,"13:00","16:00","Y-CompLab","F2F"
"YHU3217","E1","AY2021-1","1-6, 8-14",1,"13:00","16:00","Y-CR3","F2F"
"YSS4205","E1","AY2021-1","1-6, 8-14",4,"9:00","12:00","Y-CompLab","F2F"
"YCC1111","L12","AY2021-1","1-6, 8-14",2,"19:30","21:00","Y-GLRm1","F2F"
"YCC1111","L12","AY2021-1","1-6, 8-14",5,"19:30","21:00","Y-GLRm1","F2F"
"YSC3248","E1","AY2021-1","1-6, 8-14",2,"13:00","16:00","Y-PgRm1","F2F"
"YSC3208","E1","AY2021-1","1-6, 8-14",2,"18:00","21:00","TP-GLR","F2F"
"YSC3255","E1","AY2021-1","1-6, 8-14",2,"9:00","10:30","Y-CR3","F2F"
"YSC3255","E1","AY2021-1","1-6, 8-14",5,"9:00","10:30","Y-CR3","F2F"
"YSS2220","E2","AY2021-1","1-6, 8-14",2,"14:30","16:00","UTSRC-LT53","F2F"
"YSS3282","E1","AY2021-1","1-6, 8-14",2,"10:30","12:00","ERC-ALR","F2F"
"YSS3282","E1","AY2021-1","1-6, 8-14",5,"10:30","12:00","ERC-ALR","F2F"
"YSS2220","E2","AY2021-1","1-6, 8-14",5,"14:30","16:00","UTSRC-LT53","F2F"
"YSS4105","E1","AY2021-1","1-6, 8-14",3,"12:30","15:30","Y-CR17","F2F"
"YHU2295","E1","AY2021-1","1-6, 8-14",4,"8:30","10:30",NA,"REMOTE"
"YHU2295","E1","AY2021-1","1-6, 8-14",1,"8:30","10:30",NA,"REMOTE"
"YSS2201","E2","AY2021-1","1-6, 8-14",5,"16:00","18:00",NA,"REMOTE"
"YSS2201","E2","AY2021-1","1-6, 8-14",2,"16:00","18:00",NA,"REMOTE"
"YSS2201","E1","AY2021-1","1-6, 8-14",5,"10:30","12:30",NA,"REMOTE"
"YSS2201","E1","AY2021-1","1-6, 8-14",2,"10:30","12:30",NA,"REMOTE"
"YSS1203","E1","AY2021-1","1-6, 8-14",2,"16:00","17:30","Y-CompLab","F2F"
"YSS4106","E1","AY2021-1","1-6, 8-14",3,"12:30","15:30","UT-AUD03","F2F"
"YSS1203","E1","AY2021-1","1-6, 8-14",5,"16:00","17:30","Y-CompLab","F2F"
"YCC2121","L8","AY2021-1","1-6, 8-14",5,"13:00","14:30","ERC-ALR","F2F"
"YSS3297","E1","AY2021-1","1-6, 8-14",4,"13:00","16:00","UTSRC-LT53","F2F"
"YCC2121","L8","AY2021-1","1-6, 8-14",3,"13:00","14:30","Y-GLRm1","F2F"
"YCC2121","L5","AY2021-1","1-6, 8-14",3,"10:30","12:00","Y-CR17","F2F"
"YCC2121","L5","AY2021-1","1-6, 8-14",5,"10:30","12:00","Y-CR17","F2F"
"YSS3218","E1","AY2021-1","1-6, 8-14",2,"9:00","10:30","Y-KChanrai","F2F"
"YCC1121","L1","AY2021-1","1-6, 8-14",2,"18:00","19:30","Y-CR15","F2F"
"YCC1121","L13","AY2021-1","1-6, 8-14",5,"16:00","17:30","Y-ELMECL","F2F"
"YCC1121","L1","AY2021-1","1-6, 8-14",5,"18:00","19:30","Y-CR15","F2F"
"YCC1121","L13","AY2021-1","1-6, 8-14",2,"16:00","17:30","Y-ELMECL","F2F"
"YSS3218","E1","AY2021-1","1-6, 8-14",5,"9:00","10:30","Y-KChanrai","F2F"
"YSS3214","E1","AY2021-1","1-6, 8-14",5,"14:30","17:30",NA,"REMOTE"
"YSS4240","E1","AY2021-1","1-6, 8-14",3,"9:30","12:30",NA,"REMOTE"
"YHU3334","E1","AY2021-1","1-6, 8-14",5,"10:30","12:00","Y-CR3","F2F"
"YCC1111","L9","AY2021-1","1-6, 8-14",2,"14:30","16:00","Y-CR15","F2F"
"YCC1111","L2","AY2021-1","1-6, 8-14",2,"9:00","10:30","Y-CR15","F2F"
"YCC1111","L2","AY2021-1","1-6, 8-14",5,"13:00","14:30","Y-CR15","F2F"
"YHU3334","E1","AY2021-1","1-6, 8-14",2,"10:30","12:00","Y-CR3","F2F"
"YCC1111","L9","AY2021-1","1-6, 8-14",5,"14:30","16:00","Y-CR15","F2F"
"YSC4102","E1","AY2021-1","1-6, 8-14",3,"12:30","15:30","Y-PgRm2","F2F"
"YLC2202","E1","AY2021-1","1-6, 8-14",5,"10:30","12:00",NA,"REMOTE"
"YLC3206","E1","AY2021-1","1-6, 8-14",2,"14:30","16:30",NA,"REMOTE"
"YLC1202","E1","AY2021-1","1-6, 8-14",2,"12:00","13:00",NA,"REMOTE"
"YLC1202","E1","AY2021-1","1-6, 8-14",4,"12:00","13:00",NA,"REMOTE"
"YLC1202","E1","AY2021-1","1-6, 8-14",5,"12:00","13:00",NA,"REMOTE"
"YLC3206","E1","AY2021-1","1-6, 8-14",5,"14:30","16:30",NA,"REMOTE"
"YLC2202","E1","AY2021-1","1-6, 8-14",2,"10:30","12:00",NA,"REMOTE"
"YLC2202","E1","AY2021-1","1-6, 8-14",4,"10:00","11:00",NA,"REMOTE"
"YLC1202","E1","AY2021-1","1-6, 8-14",1,"12:00","13:00",NA,"REMOTE"
"YCC1113","L11","AY2021-1","1-6, 8-14",1,"14:30","16:00","Y-Blackbox","F2F"
"YCC1113","L11","AY2021-1","1-6, 8-14",4,"14:30","16:00","UTSRC- LT52","F2F"
"YHU2292","E1","AY2021-1","1-6, 8-14",2,"18:00","21:00","Y-ELMCL","F2F"
"YHU3286","E1","AY2021-1","1-6, 8-14",3,"9:00","12:00","UT-AUD03","F2F"
"YCC1122","EL1","AY2021-1","1-6, 8-14",4,"12:30","14:30","NAK-AUD","F2F"
"YCC1122","EL1","AY2021-1","1-6, 8-14",1,"12:30","14:30","NAK-AUD","F2F"
"YCC1122","EL8","AY2021-1","1-6, 8-14",4,"16:00","18:00","TP-GLR","F2F"
"YCC1122","EL8","AY2021-1","1-6, 8-14",1,"16:00","18:00","TP-GLR","F2F"
"YHU2205","E1","AY2021-1","1-6, 8-14",4,"10:30","12:00","Y-PracRm6","F2F"
"MUT1201","E1","AY2021-1","1-6, 8-14",4,"14:30","16:30","Y-PracRm6","F2F"
"YHU2205","E1","AY2021-1","1-6, 8-14",1,"10:30","12:00","Y-PracRm6","F2F"
"YCC1113","L14","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-CR17","F2F"
"YCC1113","L6","AY2021-1","1-6, 8-14",4,"19:30","21:00","Y-ELMCL","F2F"
"YCC1113","L14","AY2021-1","1-6, 8-14",1,"14:30","16:00","Y-CR17","F2F"
"YCC1113","L6","AY2021-1","1-6, 8-14",1,"19:30","21:00","Y-ELMCL","F2F"
"YSS4248","E1","AY2021-1","1-6, 8-14",4,"15:00","18:00","UTSRC- GLR","F2F"
"YHU2232","E1","AY2021-1","1-6, 8-14",4,"13:00","14:30","Y-CR7","F2F"
"YHU2232","E1","AY2021-1","1-6, 8-14",1,"13:00","14:30","Y-CR7","F2F"
"YHU3210F","E1","AY2021-1","1-6, 8-14",4,"16:00","19:00","Y-PerfHall","F2F"
"YHU3330","E1","AY2021-1","1-6, 8-14",5,"19:30","21:00",NA,"REMOTE"
"YHU3267","E1","AY2021-1","1-6, 8-14",2,"9:00","10:30",NA,"REMOTE"
"YHU3330","E1","AY2021-1","1-6, 8-14",2,"19:30","21:00",NA,"REMOTE"
"YHU3267","E1","AY2021-1","1-6, 8-14",5,"9:00","10:30",NA,"REMOTE"
"YSC4103","E1","AY2021-1","1-6, 8-14",3,"13:00","14:00","Y-PerfHall","F2F"
"YSC2243","E1","AY2021-1","1-6, 8-14",1,"14:30","16:00","Y-TCTLT","F2F"
"YSC2243","E1","AY2021-1","1-6, 8-14",4,"9:00","10:30","Y-TCTLT","F2F"
"YHU3274","E1","AY2021-1","1-6, 8-14",1,"14:30","16:00","Y-CR16","F2F"
"YHU4104","E1","AY2021-1","1-6, 8-14",3,"13:00","15:00","TP-GLR","F2F"
"YHU3274","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-CR16","F2F"
"YID2207","E1","AY2021-1","1-6, 8-14",6,"14:30","16:00","Y-LT1","F2F"
"YID2207","E1","AY2021-1","1-6, 8-14",4,"14:30","16:00","Y-LT1","F2F"
"YID3211","E1","AY2021-1","1-6, 8-14",1,"19:30","21:00","Y-GLRm1","F2F"
"YID3211","E1","AY2021-1","1-6, 8-14",4,"19:30","21:00","Y-GLRm1","F2F"
"YHU2307","E1","AY2021-1","1-6, 8-14",4,"19:30","21:00",NA,"REMOTE"
"YHU3314","E1","AY2021-1","1-6, 8-14",2,"18:00","21:00",NA,"REMOTE"
"YHU2307","E1","AY2021-1","1-6, 8-14",1,"19:30","21:00",NA,"REMOTE"
"YID2208","E1","AY2021-1","1-6, 8-14",1,"16:00","17:30","Y-TCTLT","REMOTE"
"YID3220","E1","AY2021-1","1-6, 8-14",4,"13:00","14:30","Y-CR16","REMOTE"
"YID2208","E1","AY2021-1","1-6, 8-14",4,"16:00","17:30","Y-TCTLT","REMOTE"
"YID3220","E1","AY2021-1","1-6, 8-14",1,"13:00","14:30","Y-CR16","REMOTE"
"YSC1216","E1","AY2021-1","1-6, 8-14",5,"16:00","18:00","Y-TCTLT","F2F"
"YSC1216","E1","AY2021-1","1-6, 8-14",2,"16:00","18:00","Y-TCTLT","F2F"
"YSC1216","E2","AY2021-1","1-6, 8-14",2,"19:30","21:30","Y-PgRm1","F2F"
"YSC1216","E2","AY2021-1","1-6, 8-14",5,"19:30","21:30","Y-PgRm1","F2F"
"YCC1113","L1","AY2021-1","1-6, 8-14",1,"10:30","12:00",NA,"REMOTE"
"YCC1113","L1","AY2021-1","1-6, 8-14",4,"10:30","12:00",NA,"REMOTE"
"YCC1113","L8","AY2021-1","1-6, 8-14",4,"14:30","16:00",NA,"REMOTE"
"YCC1113","L8","AY2021-1","1-6, 8-14",1,"14:30","16:00",NA,"REMOTE"
"YCC2137","L10","AY2021-1","1-6, 8-14",1,"19:30","21:00",NA,"REMOTE"
"YCC2137","L2","AY2021-1","1-6, 8-14",4,"13:00","14:30","UT-AUD03","F2F"
"YCC2137","L2","AY2021-1","1-6, 8-14",1,"13:00","14:30","UT-AUD03","F2F"
"YCC2137","L10","AY2021-1","1-6, 8-14",4,"19:30","21:00",NA,"REMOTE"
